Iteration	Posterior	Likelihood	Prior	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	rate_log_sd	tree_length	two_beta
0	-426.554	-508.6468	82.09282	0.00136173	0.797224	0.11877	0.0826443	0.2929175	0.8370197	3.583304	1.18201
6	-427.4041	-509.9033	82.49923	0.00025221	0.775936	0.143374	0.0804375	0.2198318	0.9954119	2.715843	2.282656
12	-432.2033	-517.0612	84.85789	5.96941e-05	0.921651	0.052482	0.0258076	0.4015401	0.9098733	2.18	0.5947703
18	-436.71	-519.5189	82.80893	0.00137837	0.746493	0.036966	0.215162	0.6660182	0.9885813	2.721187	1.452311
24	-439.41	-520.1801	80.77014	0.905242	0.0358432	0.0536336	0.00528122	3.288627	2.226681	0.8144858	3.426423
30	-438.3672	-520.7098	82.34264	0.215472	0.582851	0.192879	0.00879931	1.905437	1.839217	2.020106	1.00162
36	-436.4673	-518.6856	82.21834	0.409075	0.370175	0.215989	0.00476031	1.818637	1.702705	1.765993	1.788517
42	-436.487	-516.0617	79.57472	0.316273	0.497528	0.147833	0.0383656	0.2661798	1.277345	2.522041	9.307453
48	-428.8873	-510.5733	81.68592	0.448942	0.433024	0.0641589	0.053875	0.3240905	1.314387	1.728118	6.314447
54	-440.5765	-522.4155	81.83899	0.758914	0.212876	0.0212874	0.00692245	2.299167	1.364446	2.123254	1.582328
60	-437.0935	-520.8337	83.74021	0.442043	0.18545	0.368475	0.00403211	0.6965859	2.361709	1.780997	0.561278
66	-433.1893	-514.3878	81.19845	0.293812	0.458594	0.244914	0.00268001	1.277261	1.774596	1.811713	3.929957
72	-430.8539	-513.1349	82.281	0.370756	0.31681	0.309052	0.00338186	1.277261	2.286328	1.333817	2.32629
78	-430.6107	-514.1773	83.56666	0.514215	0.384295	0.0967999	0.00469043	1.593093	2.161154	1.00554	1.038426
84	-431.2547	-515.2884	84.03366	0.354959	0.574751	0.0681652	0.00212504	1.011675	1.692951	1.1113	1.494751
90	-436.3532	-520.4763	84.12304	0.326395	0.554497	0.0290366	0.0900713	0.6907176	1.24053	1.917205	1.090279
96	-435.6244	-517.3899	81.76553	0.605527	0.320842	0.0481855	0.0254453	0.2276216	1.148907	2.92623	2.63524
102	-445.4845	-528.0449	82.56036	0.706226	0.193273	0.0499687	0.0505323	0.2671124	1.738233	2.043645	2.673084
108	-438.0804	-521.9105	83.83011	0.29805	0.565548	0.0495047	0.0868976	0.8065681	2.147985	1.119326	1.436837
114	-437.1226	-519.2414	82.11886	0.302512	0.355128	0.181304	0.161057	1.040202	2.183095	0.8406797	4.073216
120	-443.5662	-525.3933	81.82712	0.782863	0.0867136	0.11193	0.018494	1.040202	1.915634	1.587332	3.498466
126	-449.377	-533.9802	84.60321	0.464548	0.476724	0.0081611	0.0505669	1.040202	2.143343	1.169076	0.3469163
132	-433.9118	-518.2368	84.32496	0.289916	0.626739	0.0050932	0.0782511	1.107568	2.035578	0.6922762	1.09837
138	-441.2402	-526.9991	85.75896	0.283919	0.517843	0.0246803	0.173558	0.3841346	2.101371	0.630825	0.3624531
144	-427.0393	-511.3957	84.35643	0.564957	0.299254	0.0322609	0.103528	0.2254364	1.127701	2.191108	0.9204814
150	-431.973	-512.2932	80.32023	0.23439	0.559811	0.00982492	0.195974	0.2778455	1.152503	2.813205	5.955003
156	-428.9857	-511.6914	82.70578	0.199646	0.456547	0.0687487	0.275058	0.2094769	1.182733	2.199229	2.932099
162	-430.4309	-511.3199	80.88906	0.146296	0.481427	0.0901036	0.282174	0.8573601	1.360935	2.110263	5.450605
168	-427.9567	-510.9969	83.04026	0.173314	0.731681	0.0378217	0.0571825	0.2295357	2.102067	1.167338	3.24767
174	-436.8152	-518.8292	82.01398	0.350396	0.457531	0.0764654	0.115608	1.016159	1.97561	1.420837	3.497017
180	-430.6542	-513.3939	82.73968	0.458909	0.378667	0.115299	0.0471248	0.4561549	1.97561	1.602596	2.824153
186	-422.1793	-505.9379	83.7586	0.312523	0.576864	0.0785202	0.0320926	0.9013838	1.851375	1.047939	1.855675
192	-421.8682	-502.7239	80.85573	0.594611	0.140784	0.149394	0.115211	1.173867	1.737773	1.655963	5.469537
198	-423.8046	-507.387	83.58241	0.341978	0.420106	0.188758	0.0491585	1.099312	2.022694	1.796218	0.6212189
